Stand;[[5.470094023589398, 1432.7395578301637], [-19.81143901442543, 1424.362228116211], [-45.34782149201185, 1420.7764866740752], [-70.5736751551944, 1420.748255805753], [-97.26421337600968, 1424.433127702507], [-146.80143230157572, 1430.4870986745061], [-172.49097163187474, 1433.912454512301], [-198.32536458464878, 1433.8491202920782], [-224.91207479558025, 1435.2341694340848], [-254.15647781022398, 1072.8050777224635], [-271.8147738272656, 1070.2732320436835], [-295.21874464103416, 1081.6873186427638]]
Stand;[[694.2331649514988, 1022.6124939005122], [663.4114633743347, 1016.7011509108877], [638.6419246585848, 1017.7125046241588], [616.8666197450375, 1023.4747546687859], [598.1849982448184, 1029.5922835641527], [577.4100757226247, 1037.6675066966263], [558.2880594389451, 1047.2296812007846], [540.1610876812857, 1055.8513149847238], [519.0935822122665, 1061.3595540183528], [498.7175988433256, 1067.2229179529213], [479.4172204600745, 1075.2100684174866], [441.75617978445564, 1209.6080109367017], [413.88187126147096, 1199.8738930158881], [393.6326859889621, 1205.8795787810302]]
Stand;[[1144.8544000281827, 777.2209886744632], [1134.1534791682404, 800.1499145101349], [1125.5950564063387, 825.3204417034701], [1121.9648225725498, 853.1618761464596], [1124.8291805498675, 888.2369487268098], [1131.7161897732278, 925.1656761386943], [1129.5640397030702, 957.8340567184282], [1123.487927864271, 987.4426253931147], [786.0094078438177, 1074.4374217612726], [753.8807435785749, 1069.808574914884], [729.4274024055558, 1076.980142398124]]
Stand;[[584.9435792639932, 362.1947115541976], [574.5303860501218, 369.3288988220364], [566.3354373051212, 378.63667935425525], [562.4173290214111, 390.1627839971694], [560.6699180224966, 404.32141363604137], [561.421216483867, 420.1877915667885], [563.7994520073916, 437.2784329419472], [565.2924759619061, 453.94869381997097], [594.6000317852548, 528.0846188831614], [600.0602043838613, 554.0833092728914], [606.4922444273332, 579.0072602735617], [434.18005744117386, 748.7175219803387], [408.4142122003153, 739.1739181497111], [390.3007059593729, 736.4696931494296], [344.70250581656785, 711.664067509228], [323.25453101359824, 699.6871234195886], [300.9873010219101, 689.1376093521134], [285.80068339342375, 683.1238682492743], [268.9172129743667, 683.2324604891802], [255.61691635873754, 680.8469391656616], [241.33227059718004, 679.1460061492002], [227.31906767005384, 681.8559994409505], [216.80888144258088, 687.6299214894716]]
Stand;[[326.6786697029539, 296.24659788950885], [312.7115234462114, 293.687764648018], [301.0448861484577, 293.58512653719725], [290.24254517978426, 294.8700179190161], [278.7980003564227, 296.8572678868755], [270.8876204057697, 298.71467926919763], [263.7373738593259, 300.4041613057086], [254.22249963102632, 302.9705772535558], [248.17866512864697, 303.7555146412373], [241.86403149075923, 305.9440966435486], [232.74298961936802, 310.44274960616934], [227.64362266867548, 312.96546304389835], [223.21113790570269, 317.6709782382417], [218.06271061797017, 324.2440697035852], [216.21535943947464, 330.5690825568217], [363.37083447367377, 632.5597889954008], [350.30651041548276, 636.4649234329629], [336.5228321334009, 640.4721956907379], [325.3226721757039, 644.5534570293294], [313.50174571771277, 651.7723666526117], [304.71024989636646, 658.1331370688563], [291.4067060468571, 665.2226651061437], [281.09170673756154, 672.8989633692154], [272.0817984915972, 681.9784141962103], [261.8742836177639, 692.9158838413816]]
Stand;[[411.4239269818804, 233.3652765661771], [401.6481268012248, 236.29384722642953], [397.08806436089463, 242.44304824456813], [394.3420799011047, 250.16659253239786], [390.8869291651592, 258.2627704641763], [389.01195436141535, 266.4243783213393], [389.9093782062813, 277.7989188006157], [392.738522278264, 287.9677987530646], [395.24994056921565, 300.89540870546944], [399.7354917701979, 316.71996561511247], [252.49741622465405, 420.2262691692106], [240.9063278052613, 415.16760618259224], [228.8214495441944, 412.5394608137429], [219.882873854123, 410.29473770163304], [210.5323120398679, 411.803831438159], [203.2986265626076, 416.5356148491476], [197.16099420974172, 422.51225409711634], [193.7687175951615, 432.0369591615127]]
Stand;[[604.551111908341, 356.329925196283], [593.3079647584706, 366.2556777091127], [585.3470033776348, 375.1552320531105], [575.7927065195125, 384.73238636607454], [568.4911328799276, 393.6877974193467], [561.4989187069116, 404.45390873493744], [555.6953550649616, 414.4855062112863], [548.6697775684088, 425.78366007050204], [544.227918176174, 438.2551033104209], [543.2944593440867, 450.8515614323815], [539.5113031358702, 465.3856506045659], [535.0533188128602, 477.2912591147503], [528.9123450960986, 489.9925828060517], [522.6188576096162, 502.488337845586], [516.0356297915572, 513.5087426574459], [509.05322347562856, 524.2712829910406], [503.53851025615, 536.4485354523928], [499.0459350427572, 549.1057773483176], [491.10674981823627, 561.5426611424713], [484.79302525798056, 575.200647740608], [212.90499308405853, 707.4058427945566], [198.03222665828048, 699.2487395088842], [181.66797202693192, 695.4123312392597], [169.2917768093168, 691.8383892244955], [153.8489846194823, 687.7521737018025], [110.12801501053713, 658.0990676257177], [95.51568376168693, 650.0198105869831], [83.86634810472951, 643.8105297023158], [71.25690926470772, 637.7817145246806], [57.00832285082086, 633.6908659794116], [45.289530320512554, 630.3751727688419], [33.27512783820812, 628.3695794413912], [23.447883254585218, 627.3119313952823], [11.2440856511131, 624.6488077615056], [0.6798601503619579, 623.2496291937733], [-10.750222073959756, 625.6576501772839], [-22.889412312316917, 635.5879756603305]]
Stand;[[610.2997844269055, 355.9163147826643], [596.9049980684908, 364.2183215886523], [587.798511296341, 371.7703055890899], [578.7149636061374, 380.7775642003439], [569.8046944870299, 390.01648701118074], [563.5369821077666, 399.8838203739566], [556.5821828458978, 411.6143051917603], [551.1940816308157, 421.27680552715185], [544.6952771692801, 433.27018709978324], [541.6092592147251, 446.22020666132636], [539.4435259450438, 460.4739350017314], [536.5689425774277, 474.4553006989605], [530.9487995714544, 485.19473897975394], [523.1762650926125, 496.47573771912], [517.7989893551303, 507.45364972853], [509.52714821996915, 518.2158312197975], [501.4052489214652, 529.5265232771665], [493.5219366299836, 540.9493142291526], [488.09407397159134, 553.2081321291425], [485.2693127454069, 566.9239425245687], [479.7617573048852, 583.6170887043392], [-80.25460266320583, 702.681835008826], [-92.8822139160173, 693.8104167119857], [-103.70201146562205, 683.6798540384118], [-114.4129071006178, 676.898763988224], [-127.44254760296795, 671.2592342459545], [-136.85214968876875, 664.3000463838331], [-148.4741994107149, 656.1615461221019], [-168.9890654784562, 639.033407380802], [-178.03965326941105, 625.4014265763294], [-187.4513303370691, 617.9442217990738], [-198.5897484326491, 608.9354332090203], [-206.48810020399088, 601.2825683271939], [-214.29682588591015, 594.8251280126151], [-224.73778177188152, 588.8191504564488], [-234.3816190762873, 584.2392546202096], [-245.18378312701932, 577.6167955414063], [-255.16415840655782, 574.3722680149809], [-266.4052039724123, 570.9012763135298], [-276.766846517811, 567.0635878528849], [-287.04892182221704, 566.4167339342146]]
Stand;[[453.63842674272354, 2270.883141044996], [199.36191014615738, 2264.4911992063194], [162.6754729971435, 2308.2748299293035]]
Stand;[[519.2072502972896, 2413.5348337529185], [474.54330374084407, 2420.16481161402], [436.4060243249962, 2447.6496572084925], [398.9258885565183, 2487.9706987702634], [359.142270065576, 2530.3902648311278]]
